gpu_name,gpu_memory_mib,driver_version,cuda_version,os,cpu,cmake_version,compiler,input_size,baseline_launch,v0_block_size,timing_method,warmup
NVIDIA GeForce RTX 4070 Laptop GPU,8188,581.57,13.0,"Ubuntu 24.04.3 LTS (WSL2, Linux 6.6.87.2-microsoft-standard-WSL2)","AMD Ryzen 9 7945HX with Radeon Graphics",3.28.3,"g++ 13.3.0","1<<24","<<<1,1>>>",256,"CUDA events",true
